FIPS,COUNTY,STABRV,STATE,PROVIDERS
"04021",Pinal County,AZ,Arizona,"5"
"18025",Crawford County,IN,Indiana,"0"
"48195",Hansford County,TX,Texas,"0"
"55011",Buffalo County,WI,Wisconsin,"0"
"08013",Boulder County,CO,Colorado,"13"
"21193",Perry County,KY,Kentucky,"0"
"29179",Reynolds County,MO,Missouri,"0"
"47127",Moore County,TN,Tennessee,"0"
"01099",Monroe County,AL,Alabama,"0"
"05003",Ashley County,AR,Arkansas,"0"
"49041",Sevier County,UT,Utah,"0"
"01117",Shelby County,AL,Alabama,"1"
"16003",Adams County,ID,Idaho,"0"
"37117",Martin County,NC,North Carolina,"0"
"16025",Camas County,ID,Idaho,"1"
"40005",Atoka County,OK,Oklahoma,"0"
"48015",Austin County,TX,Texas,"0"
"20187",Stanton County,KS,Kansas,"0"
"27037",Dakota County,MN,Minnesota,"7"
"48443",Terrell County,TX,Texas,"0"
"51019",Bedford County,VA,Virginia,"4"
"40035",Craig County,OK,Oklahoma,"0"
"13233",Polk County,GA,Georgia,"0"
"22105",Tangipahoa Parish,LA,Louisiana,"0"
"37165",Scotland County,NC,North Carolina,"0"
"51143",Pittsylvania County,VA,Virginia,"1"
"21239",Woodford County,KY,Kentucky,"0"
"53047",Okanogan County,WA,Washington,"0"
"53017",Douglas County,WA,Washington,"1"
"27171",Wright County,MN,Minnesota,"2"
"13301",Warren County,GA,Georgia,"0"
"06023",Humboldt County,CA,California,"2"
"34023",Middlesex County,NJ,New Jersey,"13"
"13311",White County,GA,Georgia,"0"
"13189",McDuffie County,GA,Georgia,"0"
